,Author,Category,Sample,Acceleration Timestamp,Acceleration X,Acceleration Y,Acceleration Z,AngularVelocity X,AngularVelocity Y,AngularVelocity Z,MagneticField X,MagneticField Y,MagneticField Z,Orientation X,Orientation Y,Orientation Z
1,Tobias,Idle,idle_01,03-Jan-2023 23:31:27.808,4.6031,0.2992,8.5677,-0.010222,-0.55869,0.141699,-16.7112,21.4731,-47.9954,-150.0163,-1.6489,-28.4925
2,Tobias,Idle,idle_01,03-Jan-2023 23:31:28.008,3.8765,0.2646,7.3850,-0.204858,-0.086276,0.016605,-16.1951,21.3726,-48.2884,-149.9943,-2.0618,-27.8013
3,Tobias,Idle,idle_01,03-Jan-2023 23:31:28.208,2.9460,0.1771,7.8118,0.078775,-0.037243,-0.042761,-13.8586,21.2839,-48.5899,-150.3872,-1.7064,-24.6278
4,Tobias,Idle,idle_01,03-Jan-2023 23:31:28.408,0.5817,-0.0735,10.3492,0.046647,-0.070163,-0.144273,-6.2431,19.0074,-50.8166,-149.7349,-3.9098,-15.0833
5,Tobias,Idle,idle_01,03-Jan-2023 23:31:28.608,-0.9481,-0.4028,10.6845,0.069503,-0.078811,-0.234487,1.8553,21.8404,-49.5731,-147.2219,0.2465,-3.7311
6,Tobias,Idle,idle_01,03-Jan-2023 23:31:28.808,-1.3773,-0.1341,10.2871,0.041278,-0.15412,-0.318537,8.6937,23.4190,-47.7478,-143.6098,2.2144,6.8750
7,Tobias,Idle,idle_01,03-Jan-2023 23:31:29.008,-0.8653,-0.4802,12.2230,0.009751,-0.137568,-0.322446,12.2308,25.1195,-45.8382,-141.5747,4.7318,12.5173
8,Tobias,Idle,idle_01,03-Jan-2023 23:31:29.208,0.7823,-0.0506,13.6194,-0.001033,-0.16123,-0.321653,8.1094,24.1444,-47.6133,-144.0487,2.7966,5.1923
9,Tobias,Idle,idle_01,03-Jan-2023 23:31:29.408,2.0326,1.0825,9.4618,0.028345,-0.156935,-0.363653,-6.2745,20.5687,-50.0171,-148.0526,-2.3284,-14.8919
10,Tobias,Idle,idle_01,03-Jan-2023 23:31:29.608,6.4064,0.4537,5.4038,0.023521,-0.155272,-0.355206,-22.6074,17.3956,-46.8948,-155.7833,-6.2354,-38.4177
11,Tobias,Idle,idle_01,03-Jan-2023 23:31:29.808,7.0580,0.4413,4.0527,-0.033863,-0.16366,-0.353523,-35.6779,18.0718,-37.5270,-158.4149,-6.1013,-58.3630
12,Tobias,Idle,idle_01,03-Jan-2023 23:31:30.008,8.4074,-0.1841,2.2025,0.031025,-0.14023,-0.333425,-43.0107,22.9464,-24.2474,-153.7974,-1.8202,-74.9644
13,Tobias,Idle,idle_01,03-Jan-2023 23:31:30.208,9.0502,-0.1025,0.9311,-0.029784,-0.191268,-0.321822,-45.3972,24.7717,-16.6036,-151.8822,-0.6853,-84.2041
14,Tobias,Idle,idle_01,03-Jan-2023 23:31:30.408,9.0306,-0.0997,0.4359,0.018703,-0.190092,-0.355821,-46.4341,25.2751,-12.3886,-150.2509,-0.7102,-88.7894
15,Tobias,Idle,idle_01,03-Jan-2023 23:31:30.608,9.3596,1.5071,-0.1048,0.072266,-0.211868,-0.388242,-46.6653,25.0957,-11.0546,-150.0289,-1.2889,-90.0052
16,Tobias,Idle,idle_01,03-Jan-2023 23:31:30.808,9.7947,1.4930,0.7341,0.021228,-0.260904,-0.370136,-46.2520,25.1399,-12.5359,-152.9362,-0.4799,-89.7304
17,Tobias,Idle,idle_01,03-Jan-2023 23:31:31.008,9.6838,0.2748,1.3249,0.014325,-0.291412,-0.391519,-44.6564,23.5536,-18.7457,-166.2500,1.4980,-88.5300
18,Tobias,Idle,idle_01,03-Jan-2023 23:31:31.208,9.2605,0.0374,2.0759,0.091603,-0.281836,-0.35639,-44.2860,16.8578,-25.6509,176.3669,-0.2183,-86.7132
19,Tobias,Idle,idle_01,03-Jan-2023 23:31:31.408,9.7929,-1.1894,1.5479,0.048581,-0.276012,-0.471031,-43.6158,9.9142,-29.9483,160.1512,-0.8872,-85.8370
20,Tobias,Idle,idle_01,03-Jan-2023 23:31:31.608,9.6766,-1.2625,1.3777,0.006151,-0.311776,-0.495952,-43.1808,5.4709,-31.6828,147.9405,0.1923,-84.9433
21,Tobias,Idle,idle_01,03-Jan-2023 23:31:31.808,9.8432,-2.3491,0.2744,0.02647,-0.366714,-0.440437,-42.7975,2.5346,-32.6469,140.6159,0.7361,-84.3509
22,Tobias,Idle,idle_01,03-Jan-2023 23:31:32.008,9.8461,-2.5070,1.3381,-0.082403,-0.293544,-0.553311,-42.9559,2.2453,-32.8589,141.0810,0.4148,-84.1266
23,Tobias,Idle,idle_01,03-Jan-2023 23:31:32.208,9.9190,-1.3902,2.0349,-0.085015,-0.270545,-0.422073,-43.6752,8.2743,-30.0424,153.7903,0.8611,-85.6890
24,Tobias,Idle,idle_01,03-Jan-2023 23:31:32.408,9.5217,0.4700,2.1608,-0.048707,-0.235409,-0.304727,-44.3059,16.7562,-25.3314,175.6783,0.5910,-86.9258
25,Tobias,Idle,idle_01,03-Jan-2023 23:31:32.608,9.1642,3.0246,2.7237,-0.055452,-0.16946,-0.234058,-45.2283,22.1494,-20.1924,-163.8998,-1.1143,-85.6081
26,Tobias,Idle,idle_01,03-Jan-2023 23:31:32.808,6.9316,0.6619,0.6368,-0.09187,-0.038816,-0.279524,-45.4850,24.4932,-16.2992,-154.7316,-0.7030,-85.4915
27,Tobias,Idle,idle_01,03-Jan-2023 23:31:33.008,6.5975,-0.5485,0.9736,-0.340274,-0.039436,-0.375157,-44.1895,25.2462,-19.0443,-153.8639,0.5390,-80.7131
28,Tobias,Idle,idle_01,03-Jan-2023 23:31:33.208,6.3462,0.7321,7.0852,-0.34073,-0.070692,-0.386236,-37.7571,20.1793,-33.9371,-154.1670,-4.2143,-60.4731
29,Tobias,Idle,idle_01,03-Jan-2023 23:31:33.408,5.2623,0.2959,14.0465,-0.26499,-0.085396,-0.319196,-16.5270,20.5704,-48.1684,-144.5701,-3.2213,-24.0653
30,Tobias,Idle,idle_01,03-Jan-2023 23:31:33.608,-0.9797,0.4357,11.9989,-0.166189,-0.009669,-0.371787,3.1864,25.5626,-48.4422,-137.2331,3.0145,1.1107
31,Tobias,Idle,idle_01,03-Jan-2023 23:31:33.808,-0.3745,-0.2669,9.3153,-0.249737,-0.019557,-0.170223,9.4015,25.5383,-47.2514,-138.0493,3.1787,8.5239
32,Tobias,Idle,idle_01,03-Jan-2023 23:31:34.008,-0.9870,-0.8430,7.9673,-0.246954,-0.043747,-0.044662,12.3109,24.8910,-46.9431,-142.2545,2.7291,10.0042
33,Tobias,Idle,idle_01,03-Jan-2023 23:31:34.208,-1.6449,-0.7704,9.9660,-0.213023,-0.137044,-0.05215,14.2868,25.9112,-45.7205,-144.2106,4.3963,11.4592
34,Tobias,Idle,idle_02,03-Jan-2023 23:31:51.207,3.3340,0.7908,9.2621,-0.115631,-0.360279,0.153184,-6.1973,15.0852,-52.1075,-166.3689,-6.1798,-21.7574
35,Tobias,Idle,idle_02,03-Jan-2023 23:31:51.407,3.7731,1.1875,8.7218,-0.033766,0.007734,0.014032,-5.5437,15.6839,-51.9893,-166.3562,-5.5330,-21.2838
36,Tobias,Idle,idle_02,03-Jan-2023 23:31:51.607,6.6451,-0.6035,5.7766,-0.076837,0.072892,0.032888,-4.7845,12.3695,-53.0258,-165.1679,-9.5405,-19.7064
37,Tobias,Idle,idle_02,03-Jan-2023 23:31:51.807,5.4407,2.9475,10.6896,-0.03374,0.077562,0.052834,-8.3685,16.4512,-51.1164,-155.1790,-6.7147,-19.9537
38,Tobias,Idle,idle_02,03-Jan-2023 23:31:52.007,5.6265,3.4279,8.9372,0.032256,0.041578,-0.068941,-19.1725,17.4220,-48.0690,-152.0820,-6.5273,-32.2208
39,Tobias,Idle,idle_02,03-Jan-2023 23:31:52.207,6.8101,3.0264,6.6854,0.100613,-0.055327,-0.242129,-30.2333,16.4341,-42.0356,-161.5152,-6.7865,-50.5188
40,Tobias,Idle,idle_02,03-Jan-2023 23:31:52.407,5.3246,2.0674,3.6491,0.082521,-0.174178,-0.409312,-35.6331,10.3397,-39.2121,-176.3148,-10.4877,-63.3357
41,Tobias,Idle,idle_02,03-Jan-2023 23:31:52.607,6.2205,0.1926,3.8078,0.064455,-0.34491,-0.652955,-35.2297,3.8224,-40.6921,165.8613,-11.1243,-67.0460
42,Tobias,Idle,idle_02,03-Jan-2023 23:31:52.807,6.1054,-0.9215,3.5166,0.093122,-0.331344,-0.917001,-28.6167,-2.3637,-45.8951,148.0770,-9.4417,-60.8110
43,Tobias,Idle,idle_02,03-Jan-2023 23:31:53.007,6.7864,-0.4408,7.9887,0.107839,-0.506083,-1.122431,-21.3457,-3.3938,-49.7571,143.4062,-8.1922,-51.1697
44,Tobias,Idle,idle_02,03-Jan-2023 23:31:53.207,6.2767,-0.9844,9.9387,0.06783,-0.628523,-1.228523,-9.3096,0.1336,-53.4769,147.2897,-6.0145,-36.0245
45,Tobias,Idle,idle_02,03-Jan-2023 23:31:53.407,2.7796,-0.7710,11.3159,0.12052,-0.718408,-1.244352,1.8110,7.2155,-53.4193,160.5911,-2.5034,-21.1228
46,Tobias,Idle,idle_02,03-Jan-2023 23:31:53.607,1.9925,-1.1875,11.6525,-0.038687,-0.752948,-1.267577,6.4635,18.8911,-50.1370,176.4940,5.0831,-11.8190
47,Tobias,Idle,idle_02,03-Jan-2023 23:31:53.807,1.1194,-1.6083,9.1659,-0.079118,-0.677302,-1.361064,2.2354,29.0533,-44.9247,-163.4802,12.5426,-10.8281
48,Tobias,Idle,idle_02,03-Jan-2023 23:31:54.007,-0.1205,0.1772,8.9301,-0.085917,-0.639291,-1.44266,-4.1728,35.5508,-39.5387,-150.6951,19.5524,-14.9537
49,Tobias,Idle,idle_02,03-Jan-2023 23:31:54.207,0.8827,-0.5335,11.5518,-0.245572,-0.740367,-1.530224,-0.8980,36.6893,-38.3570,-155.1068,22.1689,-12.0721
50,Tobias,Idle,idle_02,03-Jan-2023 23:31:54.407,1.7238,-2.9137,13.7185,-0.208728,-0.725611,-1.523292,7.6075,28.2058,-44.1669,-172.2035,13.1811,-6.6614
51,Tobias,Idle,idle_02,03-Jan-2023 23:31:54.607,3.0507,-2.1130,10.7475,-0.367387,-0.576481,-1.522698,6.3514,9.9956,-52.5491,166.9115,-2.5719,-15.1689
52,Tobias,Idle,idle_02,03-Jan-2023 23:31:54.807,4.6254,-0.3944,7.4704,-0.29249,-0.394012,-1.133387,-5.7775,-1.7478,-53.4100,153.5330,-11.2613,-32.4967
53,Tobias,Idle,idle_02,03-Jan-2023 23:31:55.007,5.0207,0.5043,5.2743,-0.29646,-0.08529,-0.546516,-20.3181,-3.8373,-49.4426,151.7184,-12.5352,-49.4972
54,Tobias,Idle,idle_02,03-Jan-2023 23:31:55.207,4.3148,1.1378,4.7671,-0.322587,-0.001875,0.004142,-25.3085,-2.2669,-47.0810,160.7133,-15.0285,-54.4959
55,Tobias,Idle,idle_02,03-Jan-2023 23:31:55.407,5.5612,1.0180,6.6376,-0.082994,0.00456,0.608795,-21.9117,3.7840,-49.2385,175.1775,-13.3990,-46.2080
56,Tobias,Idle,idle_02,03-Jan-2023 23:31:55.607,5.2616,0.4374,10.2237,0.262461,-0.0229,1.241522,-17.5981,14.0574,-48.9301,-164.3825,-7.5678,-34.3856
57,Tobias,Idle,idle_02,03-Jan-2023 23:31:55.807,6.1687,-0.4218,11.4156,-0.019218,0.719112,1.695164,-18.3786,25.7724,-44.4058,-143.4177,3.3969,-28.8646
58,Tobias,Idle,idle_02,03-Jan-2023 23:31:56.007,7.3129,0.0963,10.4254,-0.160226,0.617764,2.019712,-26.5039,33.2747,-35.6027,-124.9920,11.9965,-34.1826
59,Tobias,Idle,idle_02,03-Jan-2023 23:31:56.207,6.3267,1.8669,8.1540,-0.189116,0.959237,2.035734,-37.1733,30.9330,-27.7012,-115.6214,8.7018,-47.0235
60,Tobias,Idle,idle_02,03-Jan-2023 23:31:56.407,5.2714,0.7944,4.6221,0.577524,0.593041,1.621111,-43.6320,25.7294,-22.4830,-120.0960,0.9569,-59.1810
61,Tobias,Idle,idle_02,03-Jan-2023 23:31:56.607,4.9933,-0.1530,5.9829,0.684507,0.553029,1.19422,-41.8022,22.4584,-27.3035,-135.8488,-3.4925,-60.3251
62,Tobias,Idle,idle_02,03-Jan-2023 23:31:56.807,9.6138,-2.3982,5.6742,0.883993,0.349454,0.900009,-33.3556,21.8892,-36.6791,-153.8968,-1.8834,-53.9994
63,Tobias,Idle,idle_02,03-Jan-2023 23:31:57.007,7.9522,-0.6717,5.8248,0.732546,0.226782,0.599388,-30.0669,21.4863,-39.8164,-156.9453,-1.5934,-50.2095
64,Tobias,Idle,idle_03,03-Jan-2023 23:32:30.207,3.1171,1.6876,8.9723,-0.126177,0.132385,-0.018203,-3.9465,9.8221,-54.9180,-166.7727,-11.2489,-19.4437
65,Tobias,Idle,idle_03,03-Jan-2023 23:32:30.407,2.3175,1.1664,9.0819,0.137182,-0.152865,0.073235,-1.8271,10.6970,-54.6116,-163.5420,-10.9993,-15.7264
66,Tobias,Idle,idle_03,03-Jan-2023 23:32:30.607,2.7392,-3.2351,8.5655,0.001497,0.129179,-0.009123,-5.4507,12.9497,-54.0245,-161.2510,-8.3095,-19.2414
67,Tobias,Idle,idle_03,03-Jan-2023 23:32:30.807,2.1262,-1.2644,9.6081,0.050007,0.107652,0.088689,-7.9579,22.5584,-50.3704,-143.5559,0.4346,-14.7699
68,Tobias,Idle,idle_03,03-Jan-2023 23:32:31.007,1.0306,-3.2301,10.4815,0.044427,-0.036469,0.058038,-13.9881,33.1777,-43.4823,-128.5917,14.4405,-17.0351
69,Tobias,Idle,idle_03,03-Jan-2023 23:32:31.207,1.5312,-0.7553,9.0132,0.048888,-0.026175,-0.144664,-18.7684,36.5003,-40.1412,-113.8047,20.0647,-17.3737
70,Tobias,Idle,idle_03,03-Jan-2023 23:32:31.407,2.1269,0.1316,11.2255,0.051385,-0.150752,-0.355715,-21.0423,36.8992,-39.3802,-106.5998,22.2224,-16.5696
71,Tobias,Idle,idle_03,03-Jan-2023 23:32:31.607,1.3538,-1.2954,11.1431,0.084197,-0.344348,-0.61697,-15.2674,37.3008,-40.2620,-116.9451,22.1252,-13.3531
72,Tobias,Idle,idle_03,03-Jan-2023 23:32:31.807,-0.3916,-1.1906,10.5867,0.10103,-0.531104,-1.017598,-5.8869,33.2142,-43.2991,-141.2237,16.2825,-12.1679
73,Tobias,Idle,idle_03,03-Jan-2023 23:32:32.007,-0.8821,-1.0399,11.5254,0.059812,-0.72095,-1.36245,0.0192,24.1591,-48.4121,-167.3171,6.9585,-14.5976
74,Tobias,Idle,idle_03,03-Jan-2023 23:32:32.207,0.1325,-1.7359,9.9196,0.065694,-0.910022,-1.651261,2.9449,13.0557,-52.5961,159.7901,4.4016,-20.4089
75,Tobias,Idle,idle_03,03-Jan-2023 23:32:32.407,1.1007,-1.4258,9.8081,0.04554,-0.884726,-1.757825,-0.1130,-0.2553,-55.0184,126.0164,3.5865,-25.4977
76,Tobias,Idle,idle_03,03-Jan-2023 23:32:32.607,1.7581,-2.0361,10.2285,0.021217,-0.999143,-1.65205,-7.3794,-11.4509,-53.9280,93.4423,3.6092,-27.4578
77,Tobias,Idle,idle_03,03-Jan-2023 23:32:32.807,3.6102,-3.2191,8.5378,-0.060731,-0.811877,-1.514156,-16.8004,-17.8994,-50.7811,66.5926,3.1156,-28.0483
78,Tobias,Idle,idle_03,03-Jan-2023 23:32:33.007,5.3342,-3.7082,8.3224,-0.062287,-0.714008,-1.369232,-22.3867,-18.9256,-48.0553,49.8299,2.3514,-27.5552
79,Tobias,Idle,idle_03,03-Jan-2023 23:32:33.207,3.7671,-3.3728,9.0190,-0.046516,-0.71244,-1.194021,-20.3836,-19.7655,-48.7151,55.4400,1.6802,-27.8322
80,Tobias,Idle,idle_03,03-Jan-2023 23:32:33.407,2.1669,-2.1675,9.8296,-0.069172,-0.787046,-1.17938,-10.5443,-18.5563,-52.1657,81.9733,-0.4091,-27.0692
81,Tobias,Idle,idle_03,03-Jan-2023 23:32:33.607,-0.1106,-1.8665,10.6153,-0.181325,-0.577808,-1.193128,-1.1503,-7.3229,-55.1626,118.7953,-1.2322,-26.0567
82,Tobias,Idle,idle_03,03-Jan-2023 23:32:33.807,-1.4681,-0.3878,10.2143,-0.21955,-0.492538,-1.370697,-1.4810,6.5485,-54.6051,159.0849,-2.9165,-25.7376
83,Tobias,Idle,idle_03,03-Jan-2023 23:32:34.007,-1.1420,0.5724,11.2627,-0.104191,-0.696882,-1.177392,-8.6218,19.6920,-49.9321,-162.2578,0.4147,-23.5022
84,Tobias,Idle,idle_03,03-Jan-2023 23:32:34.207,-1.3330,1.5550,10.6510,-0.002963,-0.790228,-1.122314,-19.4976,24.3743,-46.4100,-125.2170,3.0869,-20.6043
85,Tobias,Idle,idle_03,03-Jan-2023 23:32:34.407,0.4580,1.3752,10.4101,-0.279599,-0.55734,-1.22568,-26.3173,22.4402,-46.2925,-93.7919,6.7844,-15.7584
86,Tobias,Idle,idle_03,03-Jan-2023 23:32:34.607,3.2008,5.0474,12.3397,-0.393978,-0.544231,-1.301035,-24.2928,22.1049,-50.5302,-72.5539,12.8079,-8.0163
87,Tobias,Idle,idle_03,03-Jan-2023 23:32:34.807,0.2988,2.0691,12.1597,-0.126083,-0.210235,-1.263553,-23.3773,22.6321,-49.8362,-77.2062,12.6482,-8.4794
88,Tobias,Idle,idle_03,03-Jan-2023 23:32:35.007,-0.5553,-0.9113,10.4433,-0.119235,-0.577323,-0.969373,-25.2209,25.7462,-43.3645,-109.2778,7.3866,-21.2249
89,Tobias,Idle,idle_03,03-Jan-2023 23:32:35.207,1.1480,-0.4173,9.8613,-0.031401,-0.42366,-0.661055,-20.5832,27.4057,-42.9594,-145.4347,6.3146,-32.7264
90,Tobias,Idle,idle_03,03-Jan-2023 23:32:35.407,1.1557,-0.4762,9.3512,-0.073421,-0.119607,-0.326394,-16.1252,20.7930,-47.7413,-176.9179,3.9342,-37.7026
91,Tobias,Idle,idle_03,03-Jan-2023 23:32:35.607,1.7931,-2.4101,9.3645,-0.102297,-0.027461,-0.128384,-10.2253,8.4012,-53.1791,149.1911,2.9889,-36.8098
92,Tobias,Idle,idle_03,03-Jan-2023 23:32:35.807,3.9700,-3.7476,8.5454,-0.111516,0.028711,0.331009,-7.9150,-3.3734,-54.9856,117.1746,3.7035,-32.8598
93,Tobias,Idle,idle_03,03-Jan-2023 23:32:36.007,4.1943,-2.1804,8.8643,0.139568,0.103465,0.416855,-7.1286,-10.8347,-54.6339,98.4536,3.2346,-27.8048
94,Tobias,Idle,idle_03,03-Jan-2023 23:32:36.207,4.5302,-1.9241,9.1523,0.138716,0.521745,0.618065,-6.4422,-13.8201,-54.4046,87.9417,2.9163,-23.9279
95,Tobias,Idle,idle_03,03-Jan-2023 23:32:36.407,4.2371,-0.9505,9.4401,0.225978,0.409746,0.954383,-7.4397,-14.8222,-54.2003,82.2061,3.5241,-22.9542
96,Tobias,Idle,idle_04,03-Jan-2023 23:33:20.206,3.1545,0.9829,8.8237,-0.002812,-0.237733,-0.008601,-2.2646,12,-54.7914,-175.5483,-6.3844,-20.5566
97,Tobias,Idle,idle_04,03-Jan-2023 23:33:20.406,2.8664,0.8941,9.3481,0.013496,-0.051079,-0.13225,-0.7909,13.3210,-54.8447,-174.4401,-5.2531,-18.3321
98,Tobias,Idle,idle_04,03-Jan-2023 23:33:20.606,2.7480,1.3720,8.7375,0.030775,-0.086229,-0.139269,0.8556,11.4690,-55.1839,-174.4946,-7.7797,-16.1117
99,Tobias,Idle,idle_04,03-Jan-2023 23:33:20.806,1.8635,0.1597,7.4855,0.046024,-0.117578,-0.214591,1.0137,13.0609,-55.3076,-175.6708,-5.1866,-16.6226
100,Tobias,Idle,idle_04,03-Jan-2023 23:33:21.006,0.0039,0.5065,8.9207,0.021611,-0.133101,-0.274652,3.8734,13.8951,-54.2363,-172.0164,-4.7810,-11.6793
101,Tobias,Idle,idle_04,03-Jan-2023 23:33:21.206,-0.9875,-0.0040,10.5510,-0.052146,-0.19192,-0.352466,10.5151,17.1130,-52.0910,-169.2798,-1.1399,-2.6092
102,Tobias,Idle,idle_04,03-Jan-2023 23:33:21.406,0.2621,0.0464,14.6652,-0.092329,-0.106002,-0.414516,17.9832,20.4832,-48.1370,-166.8273,3.0838,8.5293
103,Tobias,Idle,idle_04,03-Jan-2023 23:33:21.606,1.7927,-0.4031,14.1168,-0.208256,-0.177491,-0.521259,15.9712,21.2143,-48.3872,-167.0131,3.9235,5.1650
104,Tobias,Idle,idle_04,03-Jan-2023 23:33:21.806,3.5632,0.2937,11.3515,-0.417079,-0.067427,-0.486682,-2.5043,17.3847,-51.9362,-167.0711,-1.5772,-17.3867
105,Tobias,Idle,idle_04,03-Jan-2023 23:33:22.006,6.4992,0.3551,7.5466,-0.520085,-0.092491,-0.447049,-27.3571,17.4361,-44.3558,-169.6333,-2.4546,-50.6264
106,Tobias,Idle,idle_04,03-Jan-2023 23:33:22.206,6.9993,0.4187,0.8588,-0.822394,0.102131,-0.390004,-46.1208,18.0464,-23.2673,-170.0246,-3.1676,-84.0610
107,Tobias,Idle,idle_04,03-Jan-2023 23:33:22.406,7.2985,0.5775,-1.7419,-0.872301,0.073905,-0.399307,-50.9711,18.3913,-3.8659,-170.9018,-3.1656,-109.0135
108,Tobias,Idle,idle_04,03-Jan-2023 23:33:22.606,4.3453,-0.1834,-6.1736,-0.91413,0.254101,-0.49063,-48.7769,19.0618,13.2964,-173.5751,-1.5428,-129.2933
109,Tobias,Idle,idle_04,03-Jan-2023 23:33:22.806,4.2359,-1.1535,-11.7307,-1.177925,0.308106,-0.291663,-44.8722,20.5512,22.2310,-177.0036,1.6700,-142.2457
110,Tobias,Idle,idle_04,03-Jan-2023 23:33:23.006,3.2367,-0.3358,-8.6255,-1.278055,-0.221666,-0.398592,-44.7023,20.2750,23.5231,-174.3433,-0.0986,-141.9428
111,Tobias,Idle,idle_04,03-Jan-2023 23:33:23.206,4.5984,1.3292,-3.2976,-1.279595,-0.116685,-0.237749,-50.1019,16.7298,12.1321,-170.7079,-5.6624,-126.4310
112,Tobias,Idle,idle_04,03-Jan-2023 23:33:23.406,5.4443,0.2388,2.1018,-1.307444,0.278735,-0.076942,-51.4572,13.9993,-11.9191,-170.9216,-8.6287,-97.5150
113,Tobias,Idle,idle_04,03-Jan-2023 23:33:23.606,4.9998,1.2013,9.2871,-0.899968,0.053434,-0.146939,-38.4717,13.3563,-36.3495,-167.0346,-9.0600,-64.5181
114,Tobias,Idle,idle_04,03-Jan-2023 23:33:23.806,3.1141,-0.2685,14.0261,-0.679401,0.20834,-0.005763,-15.6993,18.7375,-48.8277,-163.5620,-1.8192,-31.5310
115,Tobias,Idle,idle_04,03-Jan-2023 23:33:24.006,-2.9236,-0.4923,12.3814,-0.594162,-0.165391,-0.153301,5.6011,21.1096,-50.2916,-162.3997,2.0145,-5.8734
116,Tobias,Idle,idle_04,03-Jan-2023 23:33:24.206,3.5536,-1.5324,14.3872,-0.511427,0.027349,-0.046506,20.4806,24.1603,-44.9953,-169.7419,8.8941,10.9175
117,Tobias,Idle,idle_04,03-Jan-2023 23:33:24.406,1.3604,-1.2515,12.9460,-0.579598,-0.256119,0.157693,18.9354,23.2433,-46.2127,-168.5487,6.9268,8.4633
118,Tobias,Idle,idle_04,03-Jan-2023 23:33:24.606,4.2802,-0.4566,13.2022,-0.388233,0.221177,0.123462,1.0409,20.8602,-50.8930,-165.6589,2.4208,-12.7602
119,Tobias,Idle,idle_04,03-Jan-2023 23:33:24.806,5.1134,0.6157,8.1582,-0.158805,0.028012,-0.121462,-24.5378,19.1736,-45.2732,-165.5941,-1.0352,-45.8729
120,Tobias,Idle,idle_04,03-Jan-2023 23:33:25.006,6.5721,0.6809,3.0433,-0.187438,-0.023509,0.037287,-42.5792,18.8424,-28.1340,-166.4666,-2.8234,-75.4669
121,Tobias,Idle,idle_04,03-Jan-2023 23:33:25.206,7.2078,0.2150,-0.7956,-0.011933,-0.000702,-0.015577,-49.3608,18.3161,-12.7796,-168.3465,-3.6963,-96.6840
122,Tobias,Idle,idle_04,03-Jan-2023 23:33:25.406,6.2399,0.1907,-3.1815,0.045343,0.004899,-0.040097,-50.7511,18.1881,-0.6043,-171.2111,-3.1906,-111.9168
123,Tobias,Idle,idle_04,03-Jan-2023 23:33:25.606,8.3618,0.0241,-7.7820,0.245516,-0.081707,0.033099,-50.2955,19.8930,4.2704,-172.9351,-0.5688,-118.8086
124,Tobias,Idle,idle_04,03-Jan-2023 23:33:25.806,8.2749,-0.3862,-5.1767,0.6766,0.020272,-0.054255,-49.3462,21.4702,6.2261,-170.8408,0.6576,-120.7512
125,Tobias,Idle,idle_04,03-Jan-2023 23:33:26.006,8.8280,0.1744,-2.4893,1.033767,-0.038711,0.092345,-50.1649,20.7773,5.6528,-169.8285,-0.8034,-118.8906
126,Tobias,Idle,idle_04,03-Jan-2023 23:33:26.206,9.1433,-0.6732,-4.9129,1.201972,0.051562,0.024231,-49.9182,21.1217,4.0662,-170.7488,0.0576,-117.6740
127,Tobias,Idle,idle_05,03-Jan-2023 23:33:40.006,-0.8046,0.8218,9.9227,-0.194831,-0.643846,0.072736,19.4999,11.6875,-51.8514,173.2107,-6.0794,6.2996
128,Tobias,Idle,idle_05,03-Jan-2023 23:33:40.206,-1.1574,-0.8219,11.1746,-0.170521,0.203703,0.084033,19.0202,11.6177,-52.0130,173.5272,-6.1675,5.6376
129,Tobias,Idle,idle_05,03-Jan-2023 23:33:40.406,0.2066,-1.8371,9.9666,-0.145098,0.150727,0.014662,15.3740,13.2749,-52.3146,179.5906,-5.4001,3.0583
130,Tobias,Idle,idle_05,03-Jan-2023 23:33:40.606,-0.6880,-0.9489,10.7188,-0.10123,0.026809,-0.002276,8.0037,18.8768,-50.6259,-168.5962,-1.0524,-1.6333
131,Tobias,Idle,idle_05,03-Jan-2023 23:33:40.806,-1.0258,-0.8996,8.9731,-0.181817,0.022141,-0.156223,-1.5993,24.2625,-46.4123,-152.6380,4.6401,-7.7635
132,Tobias,Idle,idle_05,03-Jan-2023 23:33:41.006,0.1940,-0.0976,7.4195,-0.213348,-0.0121,-0.514275,-10.2171,26.5867,-43.1352,-136.2157,9.2379,-13.2324
133,Tobias,Idle,idle_05,03-Jan-2023 23:33:41.206,2.6423,2.0512,11.1696,-0.133707,-0.124015,-1.056856,-14.0843,28.7918,-40.7273,-125.3113,14.8651,-13.9570
134,Tobias,Idle,idle_05,03-Jan-2023 23:33:41.406,1.7214,2.3277,11.8037,-0.273986,-0.279188,-1.552516,-13.8353,27.4634,-41.6717,-126.3770,12.4679,-13.8961
135,Tobias,Idle,idle_05,03-Jan-2023 23:33:41.606,-0.0293,0.5998,12.6602,-0.442149,-0.228553,-1.869813,-9.6713,23.7664,-46.8310,-143.1568,3.7527,-14.9970
136,Tobias,Idle,idle_05,03-Jan-2023 23:33:41.806,0.3636,-0.0425,9.6829,-0.412503,-0.330331,-2.16497,-6.8926,15.6414,-51.7925,-172.9877,-2.9395,-23.4140
137,Tobias,Idle,idle_05,03-Jan-2023 23:33:42.006,-0.1894,-0.3673,8.8221,-0.496759,-0.307925,-2.297631,-7.2262,5.0782,-54.4235,159.6022,-6.0779,-31.3257
138,Tobias,Idle,idle_05,03-Jan-2023 23:33:42.206,7.2343,-4.1076,8.4760,-0.292533,-0.772598,-2.311255,-5.9178,-6.7909,-55.2190,133.2219,-7.6545,-32.6935
